a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19,u20,v21,w22,x23,y24
535,1,0,global,cybercom_uses_remotehijack,CP_CHALLENGES_TOTT_REMOTEHIJACK,500,,,,,,,,,,tott,,,,,,,,
536,2,0,global,cybercom_uses_remotehijack,CP_CHALLENGES_TOTT_REMOTEHIJACK,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_remotehijack,,,,tott,,,,,,,,
537,0,0,global,cybercom_uses_rapidstrike,CP_CHALLENGES_TOTT_RAPIDSTRIKE,250,,,,,,,,,,tott,,,,,,,,
538,1,0,global,cybercom_uses_rapidstrike,CP_CHALLENGES_TOTT_RAPIDSTRIKE,500,,,,,,,,,,tott,,,,,,,,
539,2,0,global,cybercom_uses_rapidstrike,CP_CHALLENGES_TOTT_RAPIDSTRIKE,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_rapidstrike,,,,tott,,,,,,,,
540,0,0,global,cybercom_uses_immolation,CP_CHALLENGES_TOTT_IMMOLATION,250,,,,,,,,,,tott,,,,,,,,
541,1,0,global,cybercom_uses_immolation,CP_CHALLENGES_TOTT_IMMOLATION,500,,,,,,,,,,tott,,,,,,,,
542,2,0,global,cybercom_uses_immolation,CP_CHALLENGES_TOTT_IMMOLATION,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_immolation,,,,tott,,,,,,,,
543,0,0,global,cybercom_uses_esdamage,CP_CHALLENGES_TOTT_ESDAMAGE,250,,,,,,,,,,tott,,,,,,,,
544,1,0,global,cybercom_uses_esdamage,CP_CHALLENGES_TOTT_ESDAMAGE,500,,,,,,,,,,tott,,,,,,,,
545,2,0,global,cybercom_uses_esdamage,CP_CHALLENGES_TOTT_ESDAMAGE,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_esdamage,,,,tott,,,,,,,,
546,0,0,global,cybercom_uses_concussive,CP_CHALLENGES_TOTT_CONCUSSIVE,250,,,,,,,,,,tott,,,,,,,,
547,1,0,global,cybercom_uses_concussive,CP_CHALLENGES_TOTT_CONCUSSIVE,500,,,,,,,,,,tott,,,,,,,,
548,2,0,global,cybercom_uses_concussive,CP_CHALLENGES_TOTT_CONCUSSIVE,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_concussive,,,,tott,,,,,,,,
549,0,0,global,cybercom_uses_force,CP_CHALLENGES_TOTT_FORCE,250,,,,,,,,,,tott,,,,,,,,
550,1,0,global,cybercom_uses_force,CP_CHALLENGES_TOTT_FORCE,500,,,,,,,,,,tott,,,,,,,,
551,2,0,global,cybercom_uses_force,CP_CHALLENGES_TOTT_FORCE,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_force,,,,tott,,,,,,,,
552,0,0,global,cybercom_uses_ravagecore,CP_CHALLENGES_TOTT_RAVAGECORE,250,,,,,,,,,,tott,,,,,,,,
553,1,0,global,cybercom_uses_ravagecore,CP_CHALLENGES_TOTT_RAVAGECORE,500,,,,,,,,,,tott,,,,,,,,
554,2,0,global,cybercom_uses_ravagecore,CP_CHALLENGES_TOTT_RAVAGECORE,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_ravagecore,,,,tott,,,,,,,,
555,0,0,global,cybercom_uses_fireflies,CP_CHALLENGES_TOTT_FIREFLIES,250,,,,,,,,,,tott,,,,,,,,
556,1,0,global,cybercom_uses_fireflies,CP_CHALLENGES_TOTT_FIREFLIES,500,,,,,,,,,,tott,,,,,,,,
557,2,0,global,cybercom_uses_fireflies,CP_CHALLENGES_TOTT_FIREFLIES,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_fireflies,,,,tott,,,,,,,,
558,0,0,global,cybercom_uses_explosives,CP_CHALLENGES_TOTT_EXPLOSIVES,250,,,,,,,,,,tott,,,,,,,,
559,1,0,global,cybercom_uses_explosives,CP_CHALLENGES_TOTT_EXPLOSIVES,500,,,,,,,,,,tott,,,,,,,,
560,2,0,global,cybercom_uses_explosives,CP_CHALLENGES_TOTT_EXPLOSIVES,1000,,,,hq_gamemode_mastery,,EM_BACK_TOTT_explosives,,,,tott,,,,,,,,
561,0,0,global,hq_gamemode_mastery,CP_CHALLENGES_TOTT_MASTERY,2000,,,,koth_gamemode_mastery,,EM_BACK_TOTT_mastery,,,,tott,,1,,,,,,
562,0,0,global,career_accolades,CP_CHALLENGES_CAREER_ACCOLADES,250,,,,,,,,,,career,,,,,,,,
563,1,0,global,career_accolades,CP_CHALLENGES_CAREER_ACCOLADES,500,,,,,,,,,,career,,,,,,,,
564,2,0,global,career_accolades,CP_CHALLENGES_CAREER_ACCOLADES,1000,,,,,,,,,,career,,,,,,,,
565,3,0,global,career_accolades,CP_CHALLENGES_CAREER_ACCOLADES,1500,,,,career_mastery,,EM_BACK_CAREER_accolades,,,,career,,,,,,,,
566,0,0,global,career_decorations,CP_CHALLENGES_CAREER_DECORATIONS,1000,,,,,,,,,,career,,,,,,,,
567,1,0,global,career_decorations,CP_CHALLENGES_CAREER_DECORATIONS,2500,,,,,,,,,,career,,,,,,,,
568,2,0,global,career_decorations,CP_CHALLENGES_CAREER_DECORATIONS,5000,,,,career_mastery,,EM_BACK_CAREER_decorations,,,,career,,,,,,,,
569,0,0,global,career_tokens,CP_CHALLENGES_CAREER_TOKENS,250,,,,,,,,,,career,,,,,,,,
570,1,0,global,career_tokens,CP_CHALLENGES_CAREER_TOKENS,500,,,,,,,,,,career,,,,,,,,
571,2,0,global,career_tokens,CP_CHALLENGES_CAREER_TOKENS,1000,,,,career_mastery,,EM_BACK_CAREER_tokens,,,,career,,,,,,,,
572,0,0,global,career_collectibles,CP_CHALLENGES_CAREER_COLLECTIBLES,250,,,,,,,,,,career,,,,,,,,
573,1,0,global,career_collectibles,CP_CHALLENGES_CAREER_COLLECTIBLES,500,,,,,,,,,,career,,,,,,,,
574,2,0,global,career_collectibles,CP_CHALLENGES_CAREER_COLLECTIBLES,1000,,,,career_mastery,,EM_BACK_CAREER_collectibles,,,,career,,,,,,,,
575,0,0,global,career_difficulty_hard,CP_CHALLENGES_CAREER_DIFFICULTY_HARD,250,,,,,,,,,,career,,,,,,,,
576,1,0,global,career_difficulty_hard,CP_CHALLENGES_CAREER_DIFFICULTY_HARD,500,,,,,,,,,,career,,,,,,,,
577,2,0,global,career_difficulty_hard,CP_CHALLENGES_CAREER_DIFFICULTY_HARD,1000,,,,career_mastery,,EM_BACK_CAREER_difficulty_hard,,,,career,,,,,,,,
578,0,0,global,career_difficulty_vet,CP_CHALLENGES_CAREER_DIFFICULTY_VET,250,,,,,,,,,,career,,,,,,,,
579,1,0,global,career_difficulty_vet,CP_CHALLENGES_CAREER_DIFFICULTY_VET,500,,,,,,,,,,career,,,,,,,,
580,2,0,global,career_difficulty_vet,CP_CHALLENGES_CAREER_DIFFICULTY_VET,1000,,,,career_mastery,,EM_BACK_CAREER_difficulty_vet,,,,career,,,,,,,,
581,0,0,global,career_difficulty_real,CP_CHALLENGES_CAREER_DIFFICULTY_REAL,250,,,,,,,,,,career,,,,,,,,
582,1,0,global,career_difficulty_real,CP_CHALLENGES_CAREER_DIFFICULTY_REAL,500,,,,,,,,,,career,,,,,,,,
583,2,0,global,career_difficulty_real,CP_CHALLENGES_CAREER_DIFFICULTY_REAL,1000,,,,career_mastery,,EM_BACK_CAREER_difficulty_real,,,,career,,,,,,,,
584,0,0,global,career_training_sim,CP_CHALLENGES_CAREER_TRAINING_SIM,250,,,,,,,,,,career,,,,,,,,
585,1,0,global,career_training_sim,CP_CHALLENGES_CAREER_TRAINING_SIM,500,,,,,,,,,,career,,,,,,,,
586,2,0,global,career_training_sim,CP_CHALLENGES_CAREER_TRAINING_SIM,1000,,,,career_mastery,,EM_BACK_CAREER_training_sim,,,,career,,,,,,,,
587,0,0,global,career_training_sim_real,CP_CHALLENGES_CAREER_TRAINING_SIM_REAL,3000,,,,career_mastery,,EM_BACK_CAREER_training_sim_real,,,,career,,,,,,,,
588,0,0,global,career_mastery,CP_CHALLENGES_CAREER_MASTERY,3000,,,,koth_gamemode_mastery,,EM_BACK_CAREER_mastery,,,,career,,1,,,,,,
589,0,0,global,koth_gamemode_mastery,CP_CHALLENGES_ALL_COMPLETE,3000,,,,,,,,,,,,,,,,,,
590,0,0,weapon_pistol,kills,CHALLENGE_WEAPON_KILLS,25,,,camo_arctic,,,,,,,,,,,,,,,
591,1,0,weapon_pistol,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_jungle,,,,,,,,,,,,,,,
592,2,0,weapon_pistol,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_hunstman,,,,,,,,,,,,,,,
593,3,0,weapon_pistol,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_woodlums,,,,,,,,,,,,,,,
594,0,0,weapon_smg,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_arctic,,,,,,,,,,,,,,,
595,1,0,weapon_smg,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_jungle,,,,,,,,,,,,,,,
596,2,0,weapon_smg,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_hunstman,,,,,,,,,,,,,,,
597,3,0,weapon_smg,kills,CHALLENGE_WEAPON_KILLS,200,,,camo_woodlums,,,,,,,,,,,,,,,
598,0,0,weapon_assault,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_arctic,,,,,,,,,,,,,,,
599,1,0,weapon_assault,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_jungle,,,,,,,,,,,,,,,
600,2,0,weapon_assault,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_hunstman,,,,,,,,,,,,,,,
601,3,0,weapon_assault,kills,CHALLENGE_WEAPON_KILLS,200,,,camo_woodlums,,,,,,,,,,,,,,,
602,0,0,weapon_lmg,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_arctic,,,,,,,,,,,,,,,
603,1,0,weapon_lmg,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_jungle,,,,,,,,,,,,,,,
604,2,0,weapon_lmg,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_hunstman,,,,,,,,,,,,,,,
605,3,0,weapon_lmg,kills,CHALLENGE_WEAPON_KILLS,200,,,camo_woodlums,,,,,,,,,,,,,,,
606,0,0,weapon_cqb,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_arctic,,,,,,,,,,,,,,,
607,1,0,weapon_cqb,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_jungle,,,,,,,,,,,,,,,
608,2,0,weapon_cqb,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_hunstman,,,,,,,,,,,,,,,
609,3,0,weapon_cqb,kills,CHALLENGE_WEAPON_KILLS,200,,,camo_woodlums,,,,,,,,,,,,,,,
610,0,0,weapon_sniper,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_arctic,,,,,,,,,,,,,,,
611,1,0,weapon_sniper,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_jungle,,,,,,,,,,,,,,,
612,2,0,weapon_sniper,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_hunstman,,,,,,,,,,,,,,,
613,3,0,weapon_sniper,kills,CHALLENGE_WEAPON_KILLS,200,,,camo_woodlums,,,,,,,,,,,,,,,
614,0,0,weapon_launcher,kills,CHALLENGE_WEAPON_KILLS,25,,,camo_arctic,,,,,,,,,,,,,,,
615,1,0,weapon_launcher,kills,CHALLENGE_WEAPON_KILLS,50,,,camo_jungle,,,,,,,,,,,,,,,
616,2,0,weapon_launcher,kills,CHALLENGE_WEAPON_KILLS,100,,,camo_hunstman,,,,,,,,,,,,,,,
617,3,0,weapon_launcher,kills,CHALLENGE_WEAPON_KILLS,150,,,camo_woodlums,,,,,,,,,,,,,,,
618,0,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,100,,,reticle_1,,,,reflex,,,,,,,,,,,
619,1,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,200,,,reticle_2,,,,reflex,,,,,,,,,,,
620,2,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,300,,,reticle_3,,,,reflex,,,,,,,,,,,
621,0,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,100,,,reticle_1,,,,acog,,,,,,,,,,,
622,1,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,200,,,reticle_2,,,,acog,,,,,,,,,,,
623,2,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,300,,,reticle_3,,,,acog,,,,,,,,,,,
624,0,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,100,,,reticle_1,,,,ir,,,,,,,,,,,
625,1,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,200,,,reticle_2,,,,ir,,,,,,,,,,,
626,2,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,300,,,reticle_3,,,,ir,,,,,,,,,,,
627,0,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,100,,,reticle_1,,,,dualoptic,,,,,,,,,,,
628,1,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,200,,,reticle_2,,,,dualoptic,,,,,,,,,,,
629,2,0,attachment,kills,CHALLENGE_MILESTONE_OPTIC_CATEGORY_KILLS,300,,,reticle_3,,,,dualoptic,,,,,,,,,,,
